6
4
0
2
7
2
2
5
7
0
2
9
7
0
7
9
7
9
5
2
7
9
4
2
6
3
2
1
9
2
2
4
4
4
0
4
2
9
0
6
5
8
7
0
3
2
2
8
5
1
7
5
0
4
9
8
7
2
8
0
5
6
2
8
2
5
2
2
7
0
2
3
6
2
8
9
4
7
8
0
4
7
7
6
5
9
4
7
7
1
7
0
2
9
5
8
6
5
2
9
7
