53.337948,-99.257286
-73.74446,-23.300955
5.4179564,75.82941
-56.25387,33.684788
-12.267158,-41.889496
-98.49696,-66.475975
-43.577263,16.932514
-1.9472115,108.233925
9.181224,-4.2220387
96.22604,-10.069352
-39.344498,-48.575176
47.482994,14.391213
-31.360872,0.8675837
-12.77074,35.109356
-20.742628,-9.588246
46.927475,49.05451
-3.433614,-22.567373
33.893368,40.026093
-5.399188,97.40958
-41.08051,-11.072254
5.919637,12.891245
38.07554,70.64833
-119.50986,8.621293
-79.537445,0.38587227
64.267365,-93.027084
52.193333,-113.767456
-65.673584,8.063052
20.877502,-78.11605
21.163458,37.21483
-33.12048,-26.272732
-46.62606,1.4760689
-80.90958,-71.86697
-106.91296,10.863723
-80.947495,19.070282
12.60581,48.229973
-82.13372,39.882812
-53.133408,-75.806206
42.708855,-8.658631
-21.276983,27.057455
64.61046,-107.162575
102.69168,16.539825
90.0622,23.90265
-24.7153,-38.55271
7.0173616,65.05072
36.94637,-102.723625
-76.71815,-42.027874
-52.125484,-22.451792
78.883026,31.578735
79.40466,44.532265
30.018883,-73.00336
-34.717793,-37.14796
78.203255,-6.553916
-22.822702,11.194072
-97.33581,46.940247
24.520136,48.516163
38.346275,4.1851406
-105.65514,-33.452183
-93.42095,-75.15429
61.019176,23.424547
26.171251,62.86214
70.51609,-12.238603
74.806496,-95.94765
-52.016235,-34.17446
64.88082,5.5243583
-59.663548,23.95997
19.006788,108.07623
-91.14806,1.7381448
-26.877014,-57.134335
-9.92454,-9.342434
15.713675,6.6346555
-62.707825,-29.473667
31.097458,-86.44181
73.62883,-81.359085
-65.70375,-10.369428
91.66039,40.979965
35.749146,57.167126
-60.597824,-52.0175
-0.19930865,-28.36933
50.6774,3.2475262
35.77232,95.23069
-10.564074,-65.69108
-94.51021,-31.246325
15.77773,95.302666
56.366577,-77.29534
26.769733,-55.075626
47.200874,61.0793
-95.74955,25.040527
-9.309374,21.522354
-17.277916,-20.107414
34.614586,-47.481125
-33.78318,34.62205
-6.9141088,69.85994
-85.17884,-8.3994055
37.620964,19.875713
85.97173,-17.387558
70.105934,18.614666
63.04978,-69.91555
24.305847,78.785286
-55.747677,-6.766462
54.374786,73.05851
-1.2948991,4.186633
